Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name,Last common ancestor with Mouse,Mouse homology type,%id. target Mouse gene identical to query gene,%id. query gene identical to target Mouse gene,Mouse Gene-order conservation score,Mouse Whole-genome alignment coverage,"Mouse orthology confidence [0 low, 1 high]"
ENSG00000174485,DENND4A,ENSMUSG00000053641,Dennd4a,Euarchontoglires,ortholog_one2one,90.4038,92.2418,100,99.40,1
ENSG00000223269,RN7SKP53,ENSMUSG00002075722,7SK,Eutheria,ortholog_one2one,56.5079,60.5442,,0.00,0
ENSG00000206799,SNORA32,ENSMUSG00000064471,Gm23406,Eutheria,ortholog_many2many,85.124,84.4262,,0.00,0
ENSG00000206799,SNORA32,ENSMUSG00000065265,Gm23455,Eutheria,ortholog_many2many,70.2479,85,,96.35,1
ENSG00000206799,SNORA32,ENSMUSG00000064814,Gm23939,Eutheria,ortholog_many2many,72.7273,66.1654,,0.00,0
ENSG00000206799,SNORA32,ENSMUSG00000065847,Gm25188,Eutheria,ortholog_many2many,86.7769,86.0656,,0.00,0
ENSG00000206799,SNORA32,ENSMUSG00000064811,Gm22358,Eutheria,ortholog_many2many,87.6033,86.8852,,0.00,0
ENSG00000206799,SNORA32,ENSMUSG00000064792,Gm24355,Eutheria,ortholog_many2many,85.9504,85.2459,,0.00,0
ENSG00000206799,SNORA32,ENSMUSG00000064477,Gm23404,Eutheria,ortholog_many2many,56.1983,70.1031,,0.00,0
ENSG00000206799,SNORA32,ENSMUSG00002076126,,Eutheria,ortholog_many2many,37.1901,64.2857,,0.00,0
ENSG00000206799,SNORA32,ENSMUSG00002076935,,Eutheria,ortholog_many2many,37.1901,64.2857,,0.00,0
ENSG00000206799,SNORA32,ENSMUSG00000065360,Gm24412,Eutheria,ortholog_many2many,78.5124,87.156,,0.00,0
ENSG00000206799,SNORA32,ENSMUSG00000065204,Gm24610,Eutheria,ortholog_many2many,77.686,86.2385,,0.00,0
ENSG00000206799,SNORA32,ENSMUSG00002075506,,Eutheria,ortholog_many2many,46.281,70.8861,,0.00,0
ENSG00000206799,SNORA32,ENSMUSG00002076568,,Eutheria,ortholog_many2many,48.7603,64.8352,,0.00,0
ENSG00000206799,SNORA32,ENSMUSG00000064511,Gm22459,Eutheria,ortholog_many2many,73.5537,82.4074,,0.00,0
ENSG00000206799,SNORA32,ENSMUSG00000065262,Gm23451,Eutheria,ortholog_many2many,85.9504,85.2459,,0.00,0
ENSG00000206799,SNORA32,ENSMUSG00000065248,Gm22293,Eutheria,ortholog_many2many,73.5537,81.6514,,0.00,0
ENSG00000206799,SNORA32,ENSMUSG00000064620,Gm22303,Eutheria,ortholog_many2many,85.9504,85.2459,,0.00,0
ENSG00000207304,SNORA8,ENSMUSG00000065226,Gm25791,Eutheria,ortholog_one2many,89.9281,91.2409,,100.00,1
ENSG00000239195,SNORD5,ENSMUSG00000088929,Gm24299,Eutheria,ortholog_one2one,84.9315,87.3239,,100.00,1
ENSG00000207145,SNORA18,ENSMUSG00000065282,Gm24455,Eutheria,ortholog_one2one,86.3636,87.0229,,99.24,1
ENSG00000128708,HAT1,ENSMUSG00000027018,Hat1,Euarchontoglires,ortholog_one2one,92.6014,91.7258,100,99.74,1
ENSG00000223265,RNU6-592P,ENSMUSG00000088044,Gm23326,Eutheria,ortholog_one2one,66.9903,65.7143,,0.00,0
ENSG00000207971,MIR125B1,ENSMUSG00000093354,Mir125b-1,Eutheria,ortholog_one2one,86.3636,98.7013,,100.00,1
ENSG00000207994,MIR100,ENSMUSG00000093011,Mir100,Eutheria,ortholog_one2one,90,90,,100.00,1
ENSG00000200879,SNORD14E,ENSMUSG00002076818,SNORD14,Eutheria,ortholog_one2one,80,75.5556,,100.00,1
ENSG00000207118,SNORD14D,ENSMUSG00000118706,Snord14d,Eutheria,ortholog_one2one,89.6552,90.6977,,100.00,1
ENSG00000244687,UBE2V1,ENSMUSG00000078923,Ube2v1,Tetrapoda,ortholog_one2one,89.1156,75.7225,100,100.00,1
ENSG00000202252,SNORD14C,ENSMUSG00000119805,Snord14c,Eutheria,ortholog_one2one,72.7273,74.4186,,100.00,1
ENSG00000113300,CNOT6,ENSMUSG00000020362,Cnot6,Euarchontoglires,ortholog_one2one,96.2298,96.2298,100,100.00,1
ENSG00000222774,RN7SKP121,ENSMUSG00002076063,7SK,Eutheria,ortholog_one2one,51.1475,56.5217,,0.00,0
ENSG00000133265,HSPBP1,ENSMUSG00000063802,Hspbp1,Euarchontoglires,ortholog_one2one,94.9861,95.5182,100,100.00,1
ENSG00000199090,MIR326,ENSMUSG00000065571,Mir326,Eutheria,ortholog_one2one,93.6842,93.6842,,100.00,1
ENSG00000149273,RPS3,ENSMUSG00000030744,Rps3,Amniota,ortholog_one2one,99.5885,99.5885,100,100.00,1
ENSG00000221963,APOL6,ENSMUSG00000033576,Apol6,Euarchontoglires,ortholog_one2one,41.1079,42.8571,50,88.58,0
ENSG00000100592,DAAM1,ENSMUSG00000034574,Daam1,Euarchontoglires,ortholog_one2one,97.2846,96.4717,100,100.00,1
ENSG00000241224,C3orf85,ENSMUSG00000110573,Gm5485,Euarchontoglires,ortholog_one2one,61.1111,60.4396,100,100.00,1
ENSG00000189283,FHIT,ENSMUSG00000060579,Fhit,Euarchontoglires,ortholog_one2one,91.1565,62.9108,100,99.76,1
ENSG00000255690,TRIL,ENSMUSG00000043496,Tril,Euarchontoglires,ortholog_one2one,88.1628,88.3807,100,100.00,1
ENSG00000078142,PIK3C3,ENSMUSG00000033628,Pik3c3,Euarchontoglires,ortholog_one2one,97.8579,97.8579,100,100.00,1
ENSG00000136274,NACAD,ENSMUSG00000041073,Nacad,Euarchontoglires,ortholog_one2one,46.1588,47.9388,100,99.22,0
ENSG00000130935,NOL11,ENSMUSG00000018433,Nol11,Euarchontoglires,ortholog_one2one,76.6342,76.2102,100,100.00,1
ENSG00000128335,APOL2,ENSMUSG00000068252,Apol7b,Euarchontoglires,ortholog_many2many,43.0267,39.2954,100,7.59,0
ENSG00000128335,APOL2,ENSMUSG00000071716,Apol7e,Euarchontoglires,ortholog_many2many,42.4332,38.7534,0,0.52,0
ENSG00000128335,APOL2,ENSMUSG00000057346,Apol9a,Euarchontoglires,ortholog_many2many,36.2018,39.3548,100,0.00,0
ENSG00000128335,APOL2,ENSMUSG00000044309,Apol7c,Euarchontoglires,ortholog_many2many,40.6528,37.1274,100,0.00,0
ENSG00000128335,APOL2,ENSMUSG00000068246,Apol9b,Euarchontoglires,ortholog_many2many,37.092,40.3226,0,0.00,0
ENSG00000128335,APOL2,ENSMUSG00000091694,Apol11b,Euarchontoglires,ortholog_many2many,32.0475,32.0475,100,0.00,0
ENSG00000128335,APOL2,ENSMUSG00000091650,Apol11a,Euarchontoglires,ortholog_many2many,35.6083,35.9281,0,0.00,0
ENSG00000128335,APOL2,ENSMUSG00000050014,Apol10b,Euarchontoglires,ortholog_many2many,33.5312,33.8323,100,98.30,0
ENSG00000128335,APOL2,ENSMUSG00000050982,Apol10a,Euarchontoglires,ortholog_many2many,28.7834,30.5031,0,0.00,0
ENSG00000128335,APOL2,ENSMUSG00000056656,Apol8,Euarchontoglires,ortholog_many2many,43.3234,43.0678,100,4.32,0
ENSG00000128335,APOL2,ENSMUSG00000010601,Apol7a,Euarchontoglires,ortholog_many2many,41.8398,33.7321,100,0.00,0
ENSG00000072135,PTPN18,ENSMUSG00000026126,Ptpn18,Euarchontoglires,ortholog_one2one,75,76.1589,100,100.00,1
ENSG00000146416,AIG1,ENSMUSG00000019806,Aig1,Boreoeutheria,ortholog_one2one,91.5966,83.2061,100,100.00,1
ENSG00000145248,SLC10A4,ENSMUSG00000060204,Slc10a4-ps,Euarchontoglires,ortholog_one2one,30.4348,91.7241,25,0.00,0
ENSG00000127743,IL17B,ENSMUSG00000024578,Il17b,Euarchontoglires,ortholog_one2one,88.3333,88.3333,100,100.00,1
ENSG00000180263,FGD6,ENSMUSG00000020021,Fgd6,Euarchontoglires,ortholog_one2one,74.3357,75.9828,100,100.00,1
ENSG00000146729,NIPSNAP2,ENSMUSG00000029432,Nipsnap2,Euarchontoglires,ortholog_one2one,90.2098,91.8149,100,100.00,1
ENSG00000206530,CFAP44,ENSMUSG00000071550,Cfap44,Euarchontoglires,ortholog_one2one,75.89,76.3429,100,98.24,1
ENSG00000167971,CASKIN1,ENSMUSG00000033597,Caskin1,Euarchontoglires,ortholog_one2one,90.2166,90.2166,75,100.00,1
ENSG00000163285,GABRG1,ENSMUSG00000001260,Gabrg1,Euarchontoglires,ortholog_one2one,95.2688,95.2688,100,100.00,1
ENSG00000094755,GABRP,ENSMUSG00000020159,Gabrp,Euarchontoglires,ortholog_one2one,92.5,92.5,75,100.00,1
ENSG00000254535,PABPC4L,ENSMUSG00000090919,Pabpc4l,Euarchontoglires,ortholog_one2one,81.3513,81.3513,100,100.00,1
ENSG00000145283,SLC10A6,ENSMUSG00000029321,Slc10a6,Euarchontoglires,ortholog_one2one,70.2918,71.0456,100,100.00,1
ENSG00000186625,KATNA1,ENSMUSG00000019794,Katna1,Euarchontoglires,ortholog_one2one,92.8717,92.4949,100,100.00,1
ENSG00000149451,ADAM33,ENSMUSG00000027318,Adam33,Euarchontoglires,ortholog_one2one,68.3887,69.7616,100,99.78,1
ENSG00000103769,RAB11A,ENSMUSG00000004771,Rab11a,Euarchontoglires,ortholog_one2one,100,100,100,100.00,1
ENSG00000130529,TRPM4,ENSMUSG00000038260,Trpm4,Euarchontoglires,ortholog_one2one,82.6194,82.6876,100,100.00,1
ENSG00000164066,INTU,ENSMUSG00000060798,Intu,Euarchontoglires,ortholog_one2one,79.1932,79.1932,100,100.00,1
ENSG00000100557,CCDC198,ENSMUSG00000021850,ccdc198,Euarchontoglires,ortholog_one2one,62.8378,61.3861,100,100.00,1
ENSG00000144746,ARL6IP5,ENSMUSG00000035199,Arl6ip5,Euarchontoglires,ortholog_one2one,90.4255,90.4255,100,100.00,1
ENSG00000070540,WIPI1,ENSMUSG00000041895,Wipi1,Eutheria,ortholog_one2one,94.3946,94.3946,75,100.00,1
ENSG00000206069,LHFPL7,ENSMUSG00000066964,Tmem211,Euarchontoglires,ortholog_one2one,60.5,62.0513,75,100.00,1
ENSG00000170540,ARL6IP1,ENSMUSG00000030654,Arl6ip1,Euarchontoglires,ortholog_one2one,96.5517,96.5517,25,100.00,1
ENSG00000197077,KIAA1671,ENSMUSG00000051339,2900026A02Rik,Boreoeutheria,ortholog_one2one,54.5404,55.7442,100,99.56,1
ENSG00000168306,ACOX2,ENSMUSG00000021751,Acox2,Euarchontoglires,ortholog_one2one,73.4214,73.4214,100,100.00,1
ENSG00000146733,PSPH,ENSMUSG00000029446,Psph,Euarchontoglires,ortholog_one2one,93.3333,93.3333,75,100.00,1
ENSG00000172889,EGFL7,ENSMUSG00000026921,Egfl7,Euarchontoglires,ortholog_one2one,76.5568,75.1799,100,100.00,1
ENSG00000115896,PLCL1,ENSMUSG00000038349,Plcl1,Euarchontoglires,ortholog_one2one,94.5205,94.4343,100,100.00,1
ENSG00000100053,CRYBB3,ENSMUSG00000029352,Crybb3,Eutheria,ortholog_one2one,91.9431,91.9431,100,100.00,1
ENSG00000079134,THOC1,ENSMUSG00000024287,Thoc1,Boreoeutheria,ortholog_one2one,96.1948,96.1948,75,100.00,1
ENSG00000118418,HMGN3,ENSMUSG00000066456,Hmgn3,Eutheria,ortholog_one2one,86.8687,67.1875,100,100.00,1
ENSG00000206127,GOLGA8O,ENSMUSG00000002546,Golga2,Euteleostomi,ortholog_many2many,43.8291,26.9981,0,94.17,0
ENSG00000206127,GOLGA8O,ENSMUSG00000075425,Gm13547,Euteleostomi,ortholog_many2many,5.37975,20.8589,0,0.00,0
ENSG00000013561,RNF14,ENSMUSG00000060450,Rnf14,Euarchontoglires,ortholog_one2one,90.5063,88.4536,100,100.00,1
ENSG00000244752,CRYBB2,ENSMUSG00000042240,Crybb2,Amniota,ortholog_one2one,97.0732,97.0732,100,100.00,1
ENSG00000135966,TGFBRAP1,ENSMUSG00000070939,Tgfbrap1,Euarchontoglires,ortholog_one2one,89.3023,89.3023,100,100.00,1
ENSG00000178665,ZNF713,ENSMUSG00000056014,A430033K04Rik,Euteleostomi,ortholog_one2one,36.1174,23.5294,0,0.00,0
ENSG00000072210,ALDH3A2,ENSMUSG00000010025,Aldh3a2,Euarchontoglires,ortholog_one2one,83.9175,76.5038,75,96.55,1
ENSG00000074935,TUBE1,ENSMUSG00000019845,Tube1,Euarchontoglires,ortholog_one2one,91.1579,91.1579,100,100.00,1
ENSG00000187758,ADH1A,ENSMUSG00000074207,Adh1,Euarchontoglires,ortholog_one2many,83.2,83.2,100,100.00,1
ENSG00000196091,MYBPC1,ENSMUSG00000020061,Mybpc1,Euarchontoglires,ortholog_one2one,87.7028,90.1668,75,99.58,1
ENSG00000136250,AOAH,ENSMUSG00000021322,Aoah,Euarchontoglires,ortholog_one2one,76.1739,76.3066,50,100.00,1
ENSG00000171723,GPHN,ENSMUSG00000047454,Gphn,Euarchontoglires,ortholog_one2one,98.8297,98.4456,100,100.00,1
ENSG00000206941,SNORD15A,ENSMUSG00000065822,Snord15a,Eutheria,ortholog_one2one,79.7297,79.7297,,100.00,1
ENSG00000128272,ATF4,ENSMUSG00000042406,Atf4,Boreoeutheria,ortholog_one2one,86.6097,87.106,100,100.00,1
ENSG00000207445,SNORD15B,ENSMUSG00000064966,Snord15b,Eutheria,ortholog_one2one,89.0411,89.6552,,100.00,1
ENSG00000271178,IGHV3OR16-13,ENSMUSG00000096108,Ighv11-2,Eutheria,ortholog_many2many,64.1026,64.1026,0,0.00,0
ENSG00000271178,IGHV3OR16-13,ENSMUSG00000094533,Ighv11-1,Eutheria,ortholog_many2many,62.3932,62.3932,0,0.00,0
ENSG00000271178,IGHV3OR16-13,ENSMUSG00000076655,Ighv4-1,Eutheria,ortholog_many2many,69.2308,69.8276,0,0.00,0
ENSG00000081320,STK17B,ENSMUSG00000026094,Stk17b,Euarchontoglires,ortholog_one2one,91.3979,91.3979,50,100.00,1
ENSG00000144847,IGSF11,ENSMUSG00000022790,Igsf11,Euarchontoglires,ortholog_one2one,87.007,87.6168,100,100.00,1
ENSG00000158555,GDPD5,ENSMUSG00000035314,Gdpd5,Euarchontoglires,ortholog_one2one,90.5785,89.5425,100,100.00,1
ENSG00000100368,CSF2RB,ENSMUSG00000071713,Csf2rb,Euarchontoglires,ortholog_one2many,56.0758,56.1384,100,100.00,1
ENSG00000100368,CSF2RB,ENSMUSG00000071714,Csf2rb2,Euarchontoglires,ortholog_one2many,55.5184,56.7198,0,3.76,0
ENSG00000151470,C4orf33,ENSMUSG00000025766,D3Ertd751e,Euarchontoglires,ortholog_one2one,78.8945,81.7708,100,100.00,1
ENSG00000124140,SLC12A5,ENSMUSG00000017740,Slc12a5,Euarchontoglires,ortholog_one2one,97.4014,95.5185,100,100.00,1
ENSG00000199161,MIR126,ENSMUSG00000065540,Mir126a,Eutheria,ortholog_one2one,80,93.1507,,100.00,1
ENSG00000169692,AGPAT2,ENSMUSG00000026922,Agpat2,Euarchontoglires,ortholog_one2one,76.9784,76.9784,75,100.00,1
ENSG00000091651,ORC6,ENSMUSG00000031697,Orc6,Euarchontoglires,ortholog_one2one,77.7778,74.8092,50,100.00,1
ENSG00000135521,LTV1,ENSMUSG00000019814,Ltv1,Euarchontoglires,ortholog_one2one,84.2105,85.1064,100,100.00,1
ENSG00000152127,MGAT5,ENSMUSG00000036155,Mgat5,Eutheria,ortholog_one2one,97.166,97.2973,100,100.00,1
ENSG00000153551,CMTM7,ENSMUSG00000032436,Cmtm7,Euarchontoglires,ortholog_one2one,79.4286,83.2335,100,100.00,1
ENSG00000214357,NEURL1B,ENSMUSG00000034413,Neurl1b,Euarchontoglires,ortholog_one2one,91.1712,92.674,50,100.00,1
ENSG00000163631,ALB,ENSMUSG00000029368,Alb,Euarchontoglires,ortholog_one2one,72.2496,72.3684,100,100.00,1
ENSG00000164694,FNDC1,ENSMUSG00000071984,Fndc1,Euarchontoglires,ortholog_one2one,69.4826,71.7949,50,100.00,1
ENSG00000198832,SELENOM,ENSMUSG00000075702,Selenom,Euarchontoglires,ortholog_one2one,83.4483,83.4483,100,100.00,1
ENSG00000199633,SNORA63,ENSMUSG00002076055,SNORA63,Eutheria,ortholog_many2many,65.873,72.807,,0.00,0
ENSG00000199633,SNORA63,ENSMUSG00002074900,SNORA63,Eutheria,ortholog_many2many,61.1111,75.4902,,0.00,0
ENSG00000199633,SNORA63,ENSMUSG00002075811,SNORA63,Eutheria,ortholog_many2many,65.0794,68.9076,,0.00,0
ENSG00000136425,CIB2,ENSMUSG00000037493,Cib2,Euarchontoglires,ortholog_one2one,96.2567,96.2567,50,100.00,1
ENSG00000165716,DIPK1B,ENSMUSG00000036186,Dipk1b,Euarchontoglires,ortholog_one2one,88.8631,88.8631,50,100.00,1
ENSG00000171208,NETO2,ENSMUSG00000036902,Neto2,Euarchontoglires,ortholog_one2one,95.0476,90.2351,100,97.07,1
ENSG00000280496,SNORA17B,ENSMUSG00000105187,Gm23377,Eutheria,ortholog_one2many,75,73.913,,0.00,0
ENSG00000280496,SNORA17B,ENSMUSG00000097052,Snora43,Eutheria,ortholog_one2many,80.1471,78.4173,,100.00,1
ENSG00000276161,SNORA17B,ENSMUSG00000064858,Snora43,Eutheria,ortholog_many2many,73.0769,74.8031,,100.00,1
ENSG00000276161,SNORA17B,ENSMUSG00000064877,Gm23377,Eutheria,ortholog_many2many,69.2308,71.4286,,0.00,0
ENSG00000274998,SNORA17A,ENSMUSG00002075905,,Eutheria,ortholog_one2many,76.6917,74.4526,,0.00,0
ENSG00000274998,SNORA17A,ENSMUSG00000077199,Gm22266,Eutheria,ortholog_one2many,73.6842,71.0145,,0.00,0
ENSG00000274998,SNORA17A,ENSMUSG00000119431,,Eutheria,ortholog_one2many,72.9323,72.9323,,0.00,0
ENSG00000274998,SNORA17A,ENSMUSG00002076049,,Eutheria,ortholog_one2many,68.4211,68.4211,,0.00,0
ENSG00000274998,SNORA17A,ENSMUSG00002076470,,Eutheria,ortholog_one2many,76.6917,76.6917,,0.00,0
ENSG00000274998,SNORA17A,ENSMUSG00002075508,,Eutheria,ortholog_one2many,77.4436,77.4436,,0.00,0
ENSG00000274998,SNORA17A,ENSMUSG00002075425,,Eutheria,ortholog_one2many,72.1805,70.073,,0.00,0
ENSG00000274998,SNORA17A,ENSMUSG00002075833,,Eutheria,ortholog_one2many,73.6842,71.0145,,0.00,0
ENSG00000281808,,ENSMUSG00000119806,Gm24077,Eutheria,ortholog_many2many,71.9697,69.8529,,0.00,0
ENSG00000281808,,ENSMUSG00000118925,Gm22115,Eutheria,ortholog_many2many,69.697,69.1729,,0.00,0
ENSG00000281808,,ENSMUSG00000119737,Gm23923,Eutheria,ortholog_many2many,69.697,69.1729,,0.00,0
ENSG00000281808,,ENSMUSG00000089275,Gm24548,Eutheria,ortholog_many2many,59.8485,73.1481,,0.00,0
ENSG00000281808,,ENSMUSG00000077441,Gm23131,Eutheria,ortholog_many2many,69.697,69.697,,0.00,0
ENSG00000281808,,ENSMUSG00000088257,Gm24286,Eutheria,ortholog_many2many,74.2424,76.5625,,0.00,0
ENSG00000281808,,ENSMUSG00000088515,Gm23043,Eutheria,ortholog_many2many,58.3333,70.6422,,0.00,0
ENSG00000281808,,ENSMUSG00000119192,Gm22900,Eutheria,ortholog_many2many,73.4848,74.6154,,0.00,0
ENSG00000281808,,ENSMUSG00000089427,Gm26005,Eutheria,ortholog_many2many,68.9394,67.9104,,0.00,0
ENSG00000281808,,ENSMUSG00000088311,Gm26184,Eutheria,ortholog_many2many,70.4545,70.9924,,0.00,0
ENSG00000281808,,ENSMUSG00000077484,Gm25274,Eutheria,ortholog_many2many,68.1818,66.6667,,0.00,0
ENSG00000281808,,ENSMUSG00000088444,Gm22187,Eutheria,ortholog_many2many,71.9697,73.6434,,0.00,0
ENSG00000281808,,ENSMUSG00000077252,Gm26077,Eutheria,ortholog_many2many,65.9091,70.7317,,0.00,0
ENSG00000281808,,ENSMUSG00000088883,Gm24212,Eutheria,ortholog_many2many,67.4242,67.4242,,0.00,0
ENSG00000281808,,ENSMUSG00000089331,Gm24345,Eutheria,ortholog_many2many,61.3636,65.3226,,0.00,0
ENSG00000281808,,ENSMUSG00000119215,Gm22517,Eutheria,ortholog_many2many,68.9394,66.9118,,0.00,0
ENSG00000281808,,ENSMUSG00000088362,Gm23498,Eutheria,ortholog_many2many,50.7576,77.0115,,0.00,0
ENSG00000281808,,ENSMUSG00000088792,Gm22539,Eutheria,ortholog_many2many,62.8788,70.9402,,0.00,0
ENSG00000281808,,ENSMUSG00000077693,Gm25345,Eutheria,ortholog_many2many,74.2424,73.6842,,0.00,0
ENSG00000281808,,ENSMUSG00000077655,Gm23319,Eutheria,ortholog_many2many,74.2424,74.8092,,0.00,0
ENSG00000281808,,ENSMUSG00000088633,Gm22313,Eutheria,ortholog_many2many,61.3636,62.7907,,0.00,0
ENSG00000281808,,ENSMUSG00000088846,Gm26354,Eutheria,ortholog_many2many,58.3333,59.6899,,0.00,0
ENSG00000281808,,ENSMUSG00000077689,Gm22499,Eutheria,ortholog_many2many,74.2424,72.5926,,0.00,0
ENSG00000281808,,ENSMUSG00000119358,Gm24868,Eutheria,ortholog_many2many,71.9697,69.8529,,0.00,0
ENSG00000281808,,ENSMUSG00000077592,Gm26013,Eutheria,ortholog_many2many,69.697,77.3109,,0.00,0
ENSG00000281808,,ENSMUSG00000088558,Gm22506,Eutheria,ortholog_many2many,52.2727,70.4082,,0.00,0
ENSG00000281808,,ENSMUSG00000118946,Gm24982,Eutheria,ortholog_many2many,75.7576,75.7576,,0.00,0
ENSG00000281808,,ENSMUSG00000088848,Gm26352,Eutheria,ortholog_many2many,68.1818,72,,0.00,0
ENSG00000281808,,ENSMUSG00000077150,Gm24581,Eutheria,ortholog_many2many,78.7879,78.1955,,0.00,0
ENSG00000281808,,ENSMUSG00000119486,Gm26422,Eutheria,ortholog_many2many,76.5152,76.5152,,0.00,0
ENSG00000281808,,ENSMUSG00000077735,Gm24556,Eutheria,ortholog_many2many,71.2121,72.3077,,0.00,0
ENSG00000281808,,ENSMUSG00000088897,Gm22521,Eutheria,ortholog_many2many,64.3939,63.4328,,0.00,0
ENSG00000281808,,ENSMUSG00000087776,Gm22322,Eutheria,ortholog_many2many,53.7879,63.964,,0.00,0
ENSG00000281808,,ENSMUSG00000077158,Gm24578,Eutheria,ortholog_many2many,75.7576,77.5194,,0.00,0
ENSG00000281808,,ENSMUSG00000118903,Gm23139,Eutheria,ortholog_many2many,75,75,,0.00,0
ENSG00000281808,,ENSMUSG00000088510,Gm23036,Eutheria,ortholog_many2many,52.2727,69.697,,0.00,0
ENSG00000281808,,ENSMUSG00000089220,Gm22074,Eutheria,ortholog_many2many,56.8182,66.3717,,0.00,0
ENSG00000281808,,ENSMUSG00000089309,Gm24838,Eutheria,ortholog_many2many,68.9394,70,,0.00,0
ENSG00000281808,,ENSMUSG00000089575,Gm23005,Eutheria,ortholog_many2many,70.4545,68.3824,,0.00,0
ENSG00000281808,,ENSMUSG00000119619,Gm24199,Eutheria,ortholog_many2many,71.2121,69.1176,,0.00,0
ENSG00000281808,,ENSMUSG00000119548,Gm26288,Eutheria,ortholog_many2many,78.7879,78.7879,,0.00,0
ENSG00000281808,,ENSMUSG00000088796,Gm22536,Eutheria,ortholog_many2many,68.1818,67.1642,,0.00,0
ENSG00000281808,,ENSMUSG00000119525,Gm23261,Eutheria,ortholog_many2many,74.2424,72.0588,,0.00,0
ENSG00000281808,,ENSMUSG00000089279,Gm24554,Eutheria,ortholog_many2many,40.9091,73.9726,,0.00,0
ENSG00000187922,LCN10,ENSMUSG00000047356,Lcn10,Euarchontoglires,ortholog_one2one,61.5,67.5824,50,100.00,1
ENSG00000141447,OSBPL1A,ENSMUSG00000044252,Osbpl1a,Euarchontoglires,ortholog_one2one,92,92,100,100.00,1
ENSG00000163611,SPICE1,ENSMUSG00000043065,Spice1,Euarchontoglires,ortholog_one2one,77.193,76.7442,100,100.00,1
ENSG00000106070,GRB10,ENSMUSG00000020176,Grb10,Euarchontoglires,ortholog_one2one,78.2828,78.0201,100,98.59,1
ENSG00000100077,GRK3,ENSMUSG00000042249,Grk3,Euarchontoglires,ortholog_one2one,91.4244,91.4244,100,100.00,1
ENSG00000125740,FOSB,ENSMUSG00000003545,Fosb,Boreoeutheria,ortholog_one2one,95.858,95.858,100,100.00,1
ENSG00000188674,C2orf80,ENSMUSG00000044816,D630023F18Rik,Eutheria,ortholog_one2one,66.3212,55.4113,100,100.00,1
ENSG00000267206,LCN6,ENSMUSG00000045684,Lcn6,Eutheria,ortholog_one2one,73.0061,65.7459,75,100.00,1
ENSG00000166411,IDH3A,ENSMUSG00000032279,Idh3a,Eutheria,ortholog_one2one,97.541,92.9688,100,100.00,1
ENSG00000163513,TGFBR2,ENSMUSG00000032440,Tgfbr2,Euarchontoglires,ortholog_one2one,92.0635,88.1757,100,100.00,1
ENSG00000196470,SIAH1,ENSMUSG00000040749,Siah1b,Eutheria,ortholog_one2many,97.5177,97.5177,0,0.00,0
ENSG00000196470,SIAH1,ENSMUSG00000036840,Siah1a,Eutheria,ortholog_one2many,99.6454,99.6454,100,100.00,1
ENSG00000135537,AFG1L,ENSMUSG00000038302,Afg1l,Eutheria,ortholog_one2one,86.9023,87.0833,100,100.00,1
ENSG00000100206,DMC1,ENSMUSG00000022429,Dmc1,Euarchontoglires,ortholog_one2one,97.0588,97.0588,100,100.00,1
ENSG00000069345,DNAJA2,ENSMUSG00000031701,Dnaja2,Boreoeutheria,ortholog_one2one,99.5146,99.5146,100,100.00,1
ENSG00000100433,KCNK10,ENSMUSG00000033854,Kcnk10,Euarchontoglires,ortholog_one2one,93.3702,94.7664,100,100.00,1
ENSG00000116120,FARSB,ENSMUSG00000026245,Farsb,Euarchontoglires,ortholog_one2one,93.5484,93.5484,100,100.00,1
ENSG00000114487,MORC1,ENSMUSG00000022652,Morc1,Euarchontoglires,ortholog_one2one,65.1423,67.4737,100,100.00,1
ENSG00000125844,RRBP1,ENSMUSG00000027422,Rrbp1,Euarchontoglires,ortholog_one2one,80.9929,78.0055,100,99.78,1
ENSG00000244187,TMEM141,ENSMUSG00000026939,Tmem141,Euarchontoglires,ortholog_one2one,78.7037,78.7037,100,100.00,1
ENSG00000184786,DYNLT2,ENSMUSG00000079707,Dynlt2a1,Euarchontoglires,ortholog_one2many,79.2929,82.199,50,100.00,1
ENSG00000184786,DYNLT2,ENSMUSG00000116780,Dynlt2a3,Euarchontoglires,ortholog_one2many,78.7879,81.6754,75,0.00,1
ENSG00000184786,DYNLT2,ENSMUSG00000079710,Dynlt2a2,Euarchontoglires,ortholog_one2many,79.2929,82.199,25,54.53,0
ENSG00000118420,UBE3D,ENSMUSG00000032415,Ube2cbp,Euarchontoglires,ortholog_one2one,74.2931,78.5326,100,100.00,1
ENSG00000166391,MOGAT2,ENSMUSG00000052396,Mogat2,Euarchontoglires,ortholog_one2one,81.1377,81.1377,100,100.00,1
ENSG00000067365,METTL22,ENSMUSG00000039345,Mettl22,Euarchontoglires,ortholog_one2one,76.7327,78.8804,100,99.11,1
ENSG00000150540,HNMT,ENSMUSG00000026986,Hnmt,Euarchontoglires,ortholog_one2one,83.9041,83.0508,50,100.00,1
ENSG00000185100,ADSS1,ENSMUSG00000011148,Adssl1,Euarchontoglires,ortholog_one2one,96.7177,92.0833,100,100.00,1
ENSG00000062282,DGAT2,ENSMUSG00000030747,Dgat2,Euarchontoglires,ortholog_one2one,95.1031,95.1031,100,100.00,1
ENSG00000100380,ST13,ENSMUSG00000022403,St13,Euarchontoglires,ortholog_one2one,94.3089,93.8005,100,100.00,1
